x y
-9814.56 85277.1
67327.8 35706.4
-7450.96 59106.6
-60824.9 -14862.3
-75887.7 19188.3
38920.5 26059.5
38640.7 93531.2
-47537.7 43556.7
-78104.9 51107.8
50042.7 50060.4
-65979.7 87442.5
38038.1 91233.1
79607 41743.5
-16199 -38570.7
-83459.2 81591.5
22644.6 6726.26
66868.5 -10027.5
-57567.3 -40582.4
-50920.9 -18392.3
44555.3 -26808.6
-99204 -16524.2
99250.9 39436.7
-22993 -48286.9
-17006.6 -1097.96
-97179.1 -66963.9
-51037.6 -63158.8
-79521.4 87000.6
-71925.7 -99914.4
28744 11875.2
-38485 45284.8
-6533.31 84159.6
-47988.9 -39664.8
-25867.9 -5556.23
