x y
-9814.56 85277.1
67327.8 35706.4
-7450.96 59106.6
-60824.9 -14862.3
-75887.7 19188.3
38920.5 26059.5
38640.7 93531.2
-47537.7 43556.7
-78104.9 51107.8
50042.7 50060.4
-65979.7 87442.5
38038.1 91233.1
79607 41743.5
-16199 -38570.7
-83459.2 81591.5
22644.6 6726.26
66868.5 -10027.5
-57567.3 -40582.4
-50920.9 -18392.3
44555.3 -26808.6
-99204 -16524.2
99250.9 39436.7
-22993 -48286.9
-17006.6 -1097.96
-97179.1 -66963.9
-51037.6 -63158.8
-79521.4 87000.6
-71925.7 -99914.4
28744 11875.2
-38485 45284.8
-6533.31 84159.6
-47988.9 -39664.8
-25867.9 -5556.23
19752.8 23211.1
76051.5 -35691.9
96402.5 76847.5
47783.9 95653.4
16284.2 -75209.2
-52633.5 99277.6
23692.9 -49812.6
-67686.3 72655.3
-12971.4 -47207.7
59655.8 15102.8
-47122.1 -11600.1
-73021.9 14392.9
-66315.3 20444.8
-1447.49 -14304.2
80780 72684.6
80139.6 532.735
-4104.3 56191.1
64840.8 -7701.79
33038.6 12624.7
-12048.4 -50677.2
37415.5 35318.1
-51399.6 -38891.6
85505.5 -19085.9
-66236.4 -27466
33706.4 93419.5
87636.9 86584.3
-18180.7 -85385
977.224 15504.1
35059.7 99529.7
-98800.1 15839.7
72214.3 81339.4
-83627.6 -31890
37530.5 81213.2
60408.2 -29430.9
-6162.12 -51640.2
19891.9 -68746.6
83677.8 68492.3
-7638.27 69183.3
-50593.6 26125.4
-58282.7 83112.8
19544.8 -70645.8
69697.1 -98635.8
-56030.8 -29325.7
16868.2 79028.9
-29795.9 18068.1
-5131.44 -57581.6
-592.472 11241
10528.4 -63062
-7545.83 -29063.4
7507.12 86292.1
19296.4 -72601
-82454.6 2974.19
95891.3 9907.16
-27842.5 -54702.3
-63967.5 13874.8
-71589.5 55577.4
43229.1 98107.6
56941.6 87198.3
-31218.1 -26190.2
66227.2 38985.9
91877.9 -38904.3
81404.3 -8714.55
72336.7 -8067.33
28223.5 -35209.2
62869.2 -64269.4
-48917.1 -17834.4
-36870.4 -31371.7
85139.8 -40979.1
78535.5 -42702.7
4318.6 -85432
71172.1 32729.1
70145.4 14401.2
30836.6 27087
1599.46 99618.5
-99103.2 -32173.4
38604.5 92774.8
28922.3 20008.8
-15939.8 1259.01
-88058.6 -87716.3
66049.9 74810.7
-51985.7 -82867.2
-43023.7 11143.9
-14238.9 -57883.9
70164.8 -35703.4
-586.644 -25516.6
-21135.4 -29414.5
-92787.5 -50989.9
84986.7 38049.1
76097.1 -13413.9
37667.6 76993.9
54412.7 -23727.9
69768.7 -16664.9
96280.8 -46171.1
84594.1 -91777.8
-33887.4 50643.9
83032.9 14126.9
67776.7 -59990.8
-74729.2 -46462.2
-17874.8 95435.6
17834.4 81538.6
-30081 96699.1
-47875.9 -22868.5
-54290.9 -62889.2
-84819.4 -78193.8
23696.9 52848.2
98800.1 -21890.4
-70879.7 68568.8
61444.7 -74598.9
-77602.3 46038.8
-66376.7 -11489.8
-3317.27 -83343.8
-97362.9 -35540.6
-43334.6 -72092.1
17997.2 38790.6
-76656.5 -64168.4
20329.3 -6737.54
-67469.3 72453.3
70393.9 -21760.2
-90435.9 85574.5
46.0261 33261
38422.7 -1153.86
-88629.4 67543
-32585.1 72815.3
92944 -10187.4
18854.1 -73432.7
78322.8 -84463.1
-56776.4 80960
-20003.7 -111.038
-91132.2 97993.5
-61320.4 -67788.7
-66174.8 59008.9
25473.8 -33644.1
31462.2 -4132.28
44595.7 41026.3
-18557.8 -55358.3
-25712.7 -80135.1
43487.8 -14342.1
87407.9 -89097.2
-41526.8 80351.9
715.369 77327.3
-93080.8 -20961.8
92864.2 -49857.2
-40001.8 -27139.5
50031.8 -31134
-29146 88711.4
1077.33 4679.14
47720.2 -73448.9
71035 -20817.6
22418.8 15630.7
-79791.3 -96138.9
60272.4 -5504.01
-76274 3760.24
80153.9 -88866.2
14663 -61372.9
91485.7 -84621.6
-84045.6 98405
-5583.41 -91181.5
-51452.2 54414.8
-18321 98579.6
-76719.2 52533
87290.9 24358.1
-42787.9 35011.2
50909.2 -71752.9
-85806.4 -26672
43877.8 -65597.6
-22810.9 4150.18
28898.3 915.049
-92089.6 9052.22
12048.9 22573.4
47679.3 3534.63
37951.8 63633.7
1939.62 -67631.6
72452.2 50487.4
86783.2 -45868.8
49067 -89936.1
-93335.8 36357.9
34422 -36123.7
-28630.9 -14668.8
-7876.58 -14437.2
58659.2 -63998.8
19965.1 -64151.7
40151.4 -51136.5
36763.4 48061.8
57915.7 -51187.7
-29364.7 5594.96
52346.9 -91412.9
-30771.4 -45713.5
-59044.5 -58319.2
-95226.1 -72261.4
-4187.94 53840.9
-62197.5 2476.25
-9801.18 72224.5
66352.6 61567.9
-42444.2 -41524
-52869.3 -83785
-5522.79 67095.8
-47936.7 -65371.4
-84040.7 88826.7
82690.4 73874.9
-62361.1 -46674.3
-20530.1 89985.8
-38087.3 48698.5
-55727.7 2868.2
90379.4 -50953.7
30606.8 -13808.6
-97112.9 68409.4
88667.7 -6914.03
40633.9 55020.2
-45346.1 98189.6
-86503.8 1784.6
-85595.4 7973.42
-31119.6 -33532.1
42602 -15160.3
-44705.4 25292.5
-41285.4 -7066.42
78618.1 38184.5
-17080.6 -59469.1
-13117 27191.8
43399.1 -22737.6
76238 -25994.1
63453.8 79125.2
-57584.8 52121.5
-27788.9 83049.1
7141.7 26865
81238.8 20637.9
-71350.4 95643.4
-71388.7 -2469.97
-37888.6 71213.4
82369.7 17406
-3494.17 -58915.7
-89660.4 -24876
79268.8 -6741.01
15654.8 -33848.2
-79549.3 -40946.1
43414.2 96688.8
33059.8 6867.95
75813.9 75475.1
-41010.6 -51975
58524.2 66131.1
74890.1 39763
-13231 -96460.3
35406.4 15380.4
1069.73 97517.7
-13406.2 -16560.6
14923.7 83099.6
24523.7 25263.3
-41776.4 3792.48
-81477.7 73878.4
69944.3 -61027
-67067.7 13358.4
-64338.2 65992.1
-79773.6 -88524.3
41467.2 -20784.2
-40499.3 -8.63145
-54653.1 -65609.2
-60245.7 32116
-62069.5 75160.7
-52503.7 39000.2
72678.5 34090.1
-77560.4 -12397.8
17189.7 46963.3
-87134.5 75413.3
-49244.2 -68612.2
49291.7 -79299.9
-29639.2 82224
34058.5 6022.64
48216.1 54284.9
17498.3 -10316.7
-66499.3 76999.1
89674.7 -21152.4
-88610.1 -70571
-89036.4 -50679.7
-95410.3 -41540.1
88320.6 77268.2
92550 -89239.8
-35129.6 9739.74
57723.5 -22264.1
-14847 -91520.7
9123.66 -65555.3
-70820.6 79484.5
-83331.3 63237.9
-14492.9 64884.8
17522.8 -96994.5
-45431.9 51023.5
80004.6 -55757.2
-70128.9 91394.4
-26328.2 -59165.3
-59285.2 -21738.5
-705.391 -70964.7
-44470.3 -8155.36
-60204.5 20400.1
-98415.6 97519
98135.9 -13262.6
-94001.7 7259.59
21182.1 -64822.3
-13255.9 37850.8
98415.6 72251.2
2735.58 15938.4
75256.7 57303.7
-33038.1 55261.3
-98453.5 -3166.98
46655.8 -24781.7
37667.7 87370.5
53479.8 -63037.7
-83594.1 -90990.4
28807 -43798.6
29409.6 30391.3
-46279.6 27545.5
-82871.3 -40281.3
-65194.9 38310.8
-5103.55 21549.2
-23838.4 -6687.92
-6199.53 78897.2
-90749.5 -30942.8
36200.9 -23787.6
-75681.5 37747.4
73045.4 70974.3
-87034.3 10713.1
58344.8 66445.5
47675.5 74750.7
75455.1 -23517.6
-69047.9 4864.7
-93126.3 -15327.5
-67589.8 -75997.5
44391.2 -32784.6
62313.3 -60712.3
88764.6 -61525.1
32599.7 -17434.9
-82627.9 41850.3
51622.3 53572.9
-81937.3 75940.8
-8679.71 91108.1
46915.1 4285.98
1821.26 5259.93
-29268.5 -50503.3
-19989.4 -53813.4
25979.1 10962.7
51051.3 32852.9
95635.2 83461.5
56855.4 40026.4
-49323.1 19168.7
79314.1 -60558.5
57643.5 11913.8
22006.6 75015.6
-46235.9 -26371.1
28588.5 -28173.2
-50430.3 -80091.2
-37065.1 96484.8
24194.8 64756.1
1744.77 94926.3
-85747.1 81755.4
-58887.1 40232
-7281.88 92164.1
-26915.2 -11646.7
75625.6 -70059.8
-71620.2 -73697.5
49108.9 -92306.1
-34255.9 6752.39
19607.7 87750.6
-18232 73371.8
-38620.5 -89643.5
-54801.4 10949.3
-69734.7 8133.46
7434.1 54460.1
-27110.4 -90821.1
49386.3 -12857.5
90934.3 90499.2
-72625.6 -16347.6
82663.3 459.286
72005.7 58289
30399.5 -99614.5
84591.5 -20491.7
-91920.7 -49664.5
86260.7 27687
-61913.8 -31971.3
1058.84 -534.259
-21614.8 46257.4
-89585 8650.46
-45609.1 17849.1
-36889.5 27280.5
27028 -87503.1
-85577.1 17962.3
-97004 -58202.6
-98385.3 85659.4
42256.7 73620.4
43948.3 -27343.9
74005.9 28539.8
52164.5 82085.2
78875.4 38425.2
9772.24 -83038.4
-93546.1 -89168.9
16427.3 -15160.9
57088.5 26842.3
93489.5 -88520.7
-55308.6 -43399.9
38759.8 71719.4
-30903.1 53182.7
-10318.3 -27907.1
94980.1 -8703.69
-42247.7 37236.8
-35083.3 -98299.4
-90107.1 -61077.4
30240.4 62057.4
-78992.2 9115.79
482.593 30780
26077.3 6936.49
41611.1 -57495.4
91775.6 -1300.45
69347 85265.1
10178.9 -85961.6
-58134.8 -51061.3
85757.8 10962.1
-97878.5 -24560.6
83055 97101.6
66735.7 -59192.7
34338.4 -68347.6
-57492.1 44231.3
-29425 72748.4
6288.65 -8417.26
-18135.8 -93228.8
-77637.3 -92058.5
13707.7 63973.8
-49553.9 5483.31
-37326.6 -80206.9
-9251.59 72852.3
-66168.5 32613.6
-78209 -80410.8
-56424.4 -76087.6
-4971.32 -73369.4
-78986 -38235.6
-32562.1 55352.4
-6583.15 9945.86
-416.359 63991.8
-17305.8 -94127.7
-44425.4 64558.4
-87356.5 -22062.7
72499.9 26351.3
-58088.9 -77054
-68165.4 4584.48
-57260.9 22583
-22563.3 -23429.4
-44803.5 -772.283
-3840.15 -1227.83
23140.2 91188.5
25402.8 44154.2
-47047 92840.7
-493.426 46369.8
2786.58 99090.2
10361.6 85480.8
-95037.5 65936.2
50039.2 -82394
-56126.5 22539.1
43957.3 -14215.4
45485.1 75791.9
90369.1 88224.2
-1625.11 -32194.1
-35205.2 53571.4
67033.6 60954.7
-47656.4 -9826.26
52143.2 77746.4
-65672.1 -94903.9
70587.1 33834.5
51465.9 -26626.3
32924.7 -38172.4
-41145.5 37887.2
-72236.2 -91106.3
55493.3 -28362.7
31432.7 -549.408
57422 -23082.2
-24757.5 47791.1
-34858 73617.4
-84403 29936.8
27188.8 82630.5
-9108.53 79532.4
-27195.7 -56965.3
57278.8 7132.21
-51869.2 27865.9
-59033.3 99596.7
-98760.4 73891.4
-38575.7 -39905.9
11778.7 -10811.8
-31012.2 -32728.1
60825.5 -99579.5
66722.5 18247.5
-22661.7 -58035
-33961.4 42480.3
-84417.6 -18364.5
-27582.9 42771.2
-35733.9 63308.6
22303.6 37070.4
-93656.8 -20417.6
-55797.4 -45526
-92551.6 -14830.7
-45929.2 -91312
-40939.3 15495.1
-31217.9 70839.4
-95316.7 37769.8
-61888.7 65508.8
38190.3 -95166.1
-16243.8 -84471.4
-53201.1 49794.8
58008.8 -37618.7
-68569.6 -69574.1
-94847.5 -4303.56
93734.5 27456.1
-67233.2 -99922.3
-92961.5 -23030.6
-45448.2 -85513.1
62138.6 8622.54
-76825.1 -78800.7
-75882.3 -8043.08
92038.7 -71199.1
